utteranceID,Group,CPS_CONST_SharesU_Situation,CPS_CONST_SharesU_CorrectSolutions,CPS_CONST_SharesU_IncorrectSolutions,CPS_CONST_EstablishesCG_Confirms,CPS_CONST_EstablishesCG_Interrupts,CPS_NEG_Responds_Reasons,CPS_NEG_Responds_QuestionsOthers,CPS_NEG_Responds_Responds,CPS_NEG_MonitorsE_Results,CPS_NEG_MonitorsE_Strategizes,CPS_NEG_MonitorsE_Save,CPS_NEG_MonitorsE_GivingUp,CPS_MAINTAIN_Initiative_Suggestions,CPS_MAINTAIN_Initiative_Compliments,CPS_MAINTAIN_Initiative_Criticizes,CPS_MAINTAIN_FulfillsR_Support,CPS_MAINTAIN_FulfillsR_Apologizes,CPS_MAINTAIN_FulfillsR_InitiatesOffTopic,CPS_MAINTAIN_FulfillsR_JoinsOffTopic,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
Group_07_98,Group_07,,,,,1,,,,,,,,,,,,,,,27.572678,0.28319773,22.485966,25.625298,37.02706,14.541096,157.07855,41.29071,95.25214,31.902733,0.21626465,0.3649023,0.14380099,0.20199984,0.28046215,0.13666116,1.9198769,1.0055431,1.5193666,0.82364243,0.09213628,0.30810195,21.214369,0.4368435,11.181524,1.0015019,9.840951,0.8231956,3.3041697,3.7062533,0.07691592,1.2620037,1.5745825,0.56343967,2.3210511,1.6069546,7.3160195,1.9421138,24.996914,0.26094624,635.8514,0.24889751,1207.3843,0.14661491,-96.36955,-0.99448806,1720.0868,0.07302627,766.2959,0.33151376,-103.46417,-0.85582656,2912.9402,0.0469444,591.7154,0.5176019,-106.536705,-0.8044231,-15.919415,-0.28420892,23.564392,0.23108977,-0.005128981,-5.122125,-0.02147455,-0.4607507,0.09416111,0.2835947,27.050215,0.19941296,7.3902345,1.3350518,7.566196,1.1251508,-3.7882671,-2.5776916,-16.864655,25.247688,-0.043405175,-0.010721448,0.09099871,5.3333335,2.7649772,0.17999999,0.12342338,0.16166666,0.12401836,-47.12585
Group_07_99,Group_07,,,,,,,,,,,,,,,,,,,,31.731815,0.20075269,24.014174,36.728916,37.327236,13.313063,56.719673,0,-30.793432,0,0.23581144,0.21440686,0.19940297,0.23207177,0.28105816,0.08165519,2.006434,1.9629554,1.2509086,0.53393745,0.114140905,0.29200363,22.524525,0.42221513,14.150596,0.52414006,15.311251,0.5219538,4.8769846,1.800617,0.033086676,1.121681,1.2008946,0.34000266,6.378747,0.42158338,12.147728,0.46580216,28.534794,0.19723852,457.08603,0.32887715,1335.6733,0.13896088,-80.300186,-1.0959132,1569.1299,0.09907556,892.8374,0.25843635,-80.22456,-0.95688033,2750.0635,0.09028188,820.2585,0.40938434,-84.454506,-0.8773959,-20.793154,-0.2792875,29.677753,0.20523483,-0.021915626,-1.4582982,-0.008616124,-0.56987256,0.1175149,0.28707275,27.699911,0.20174368,15.00726,0.51627475,18.429688,0.33070958,8.149329,0.8167973,-14.158604,22.214716,-0.037462123,-0.01049684,0.11257575,6.1855674,2.247191,0.29999998,0.08,0.125,0.024999999,-44.324707
Group_07_100,Group_07,,,,,1,,,,,,,,,,,,,,,28.910498,0.21271966,23.45518,24.354103,36.15901,12.703833,731.22534,503.30896,7.91732,0.7116866,0.41215682,0.27260476,0.323842,0.42149577,0.5226264,0.19878441,2.0463867,1.7004315,1.3084774,0.34039712,0.17559867,0.46523005,19.308132,0.76314497,7.4968824,2.154736,24.698566,0.3603801,-8.860784,-1.3610753,0.02042204,0.80141836,1.3300807,0.4980723,3.0334587,0.60091126,9.382984,0.4348196,17.300207,0.37888944,518.74457,0.4236025,1019.5579,0.13117819,-54.528843,-1.425149,1595.3704,0.16725647,724.0403,0.4723675,-59.579346,-1.2162414,2485.3687,0.08456751,719.8483,0.42174575,-59.153267,-1.2243094,-9.5394125,-0.46743402,14.897267,0.4613955,-0.027816188,-0.6812366,-0.013030176,-0.64805293,0.19046234,0.4883764,22.283052,0.620604,2.574022,6.4623046,25.384638,0.36751142,-9.7261095,-1.2280253,-12.709371,19.227318,-0.03846927,-0.007470296,0.1525732,4,4.347826,0.16666666,0.097410925,0.07,0.01,-40.646652
Group_07_101,Group_07,,,,,1,,,,,,,,,,,,,,,32.956947,0.21197383,25.719894,36.008114,37.137074,11.417179,732.87134,446.75064,528.9194,422.74323,0.304811,0.85306317,0.14144115,0.23037238,0.39544377,0.25400263,13.046901,7.786062,1.5241894,0.803851,0.17464377,1.3854688,15.114217,0.6412538,16.208498,0.64700055,15.852526,0.71949905,-6.4539566,-1.7041024,0.05911596,0.8112395,1.632955,0.48085853,3.735676,0.87932926,10.83604,0.9094169,21.407547,0.3740291,563.8197,0.4520707,1091.2739,0.1813602,-115.42294,-0.77979183,1649.2695,0.14117962,761.95636,0.5295877,-110.85969,-0.7259641,2595.2673,0.06860174,670.54553,0.4895173,-110.47617,-0.7355508,-13.5054035,-0.5788476,19.549572,0.5619777,-0.02429384,-0.84473366,-0.015401401,-0.4370643,0.12546761,0.28944826,15.037195,0.64532745,17.749647,0.4377462,20.572725,0.4284887,-11.120894,-1.0737346,-16.76529,25.617659,-0.057637945,-0.008609275,0.14656197,1.980198,5.2083335,0.088,0.07194442,0.08399999,0.04029888,-41.093693
Group_07_102,Group_07,,1,,,,,,,,,,,,,,,,,1,23.638144,0.04561516,22.7035,23.379013,24.559454,1.8559532,145.29759,105.81209,42.13858,22.43233,0.3238794,0.4630097,0.20281667,0.30326068,0.4044423,0.20162565,4.898182,2.942793,2.4791222,1.9912125,0.14547034,0.40652877,15.849414,0.6316753,11.602076,0.70425487,7.7338796,0.89826626,7.5659623,0.9530809,0.03921792,1.1574514,1.7309788,0.6539697,2.1986482,0.78395206,5.908853,0.5685406,21.91328,0.29259777,388.33237,0.120446436,1202.937,0.107001215,-106.359535,-0.8937838,1324.2811,0.04526923,829.40576,0.1439076,-109.55029,-0.8401156,2487.824,0.02520288,656.16223,0.22688003,-115.09309,-0.75154984,-11.621724,-0.27600282,22.975883,0.23621891,-0.026761254,-0.7943275,-0.004517803,-1.3465048,0.18011844,0.36072302,20.900494,0.25109634,8.081377,1.0218542,6.1637864,1.231797,5.8806324,1.2292393,-16.889555,28.426592,-0.07133507,-0.000864948,0.11721962,5.633803,3.0769231,0.145,0.055,0.16,0.03,-42.451736
Group_07_103,Group_07,,,,,1,,,,,,,,,,,,,,,34.184563,0.209831,26.758953,37.915585,39.340916,12.581963,795.45416,1104.0363,139.94109,87.8576,0.26241705,0.37037474,0.1933271,0.24269748,0.3172355,0.1239084,3.492618,3.6190963,1.5404232,1.0687135,0.113167524,0.5422397,22.5701,0.5109017,13.431977,0.77381015,4.556273,2.1676235,0.2301511,43.401527,0.08993924,1.3277478,1.8183348,0.5009609,4.2250843,0.9925704,5.5796666,1.418762,25.430285,0.23143631,512.3185,0.3140582,1266.7924,0.14197542,-55.50921,-1.4636372,1564.1212,0.1334062,912.6855,0.30147868,-55.363132,-1.2143877,2768.5151,0.0869518,882.6518,0.4849061,-62.144928,-1.0304551,-16.913006,-0.29435226,28.660833,0.24709058,-0.004742086,-5.32318,-0.014726696,-0.5701147,0.12313009,0.5245608,26.474459,0.2770558,11.867177,0.91593695,2.9223158,3.5241625,-2.628738,-3.4206703,-11.828553,19.604437,-0.030541584,-0.002691314,0.08125109,4.0462427,1.7857144,0.44666666,0.30728197,0.13499999,0.074999996,-44.082424
Group_07_104,Group_07,,,,,1,,,,,,,,,,,,,,,27.557484,0.32409477,18.353659,25.976461,38.008762,19.655104,341.20935,246.66115,157.2038,116.74529,0.17962414,0.43512017,0.11043853,0.17233431,0.22602913,0.115590595,2.5538328,1.8611273,1.124418,0.667956,0.086077526,0.3971761,21.060112,0.52879345,19.86321,0.4613528,8.705933,1.2575905,4.3512278,2.5168254,0.073979124,1.0599952,1.6518086,0.6703115,1.8393798,2.8087628,1.2204839,21.697052,24.339735,1.0271779,476.80655,0.251117,1299.0618,0.1510067,-112.42247,-0.8116179,1593.972,0.13528664,940.81976,0.32243165,-114.634476,-0.72904754,2734.8845,0.0683834,854.09454,0.36864713,-117.34103,-0.68821,-21.512543,-0.2567065,31.233227,0.22132304,-0.011986636,-2.8364112,-0.017724967,-0.41891396,0.09936657,0.387762,27.93859,0.28811616,17.998056,0.5196152,10.807664,1.1912087,-2.0424206,-4.583012,-18.060658,26.797747,-0.04435876,-0.011806197,0.07282458,2.6162791,2.6548674,0.17555554,0.13524555,0.15799999,0.12130952,-46.751602
Group_07_105,Group_07,,,,,,,,,,,,,,,,,,,,25.85889,0.046960905,25.114662,25.276728,26.621275,1.5066128,-5.1126003,0,54.039734,0,0.32642633,0.39632314,0.1575935,0.35739368,0.45269257,0.29509908,3.1712837,0,-1.7620256,0,0.13687596,0.5406741,31.672337,0.19076116,-2.8538628,-3.4278886,12.139418,0.38988772,0.018176015,606.27905,0.041361228,0.98272896,2.029359,0.63308275,3.7090125,0.4963782,4.614422,0.20100574,19.37043,0.08329548,395.06662,0.040701408,1189.7792,0.11008492,-36.59455,-1.8484945,1364.6823,0.0880731,875.99744,0.10744246,-40.285767,-1.6428049,2419.1538,0.027509335,1032.4407,0.4374053,-49.99557,-1.2382545,-11.131561,-0.39029458,17.529024,0.27904963,-0.003575929,-6.298815,-0.008193806,-0.40816322,0.11740785,0.17704576,31.991571,0.12989482,-5.7175984,-1.8117083,14.017544,0.22733459,-3.4365902,-2.8020685,-21.139423,25.98487,-0.084609635,-0.008125498,0.09163541,4.166667,5.555556,0.14,0,0.02,0,-42.92717
Group_07_106,Group_07,,,,,1,,,,,,,,,,,,,,,35.425964,0.16250467,36.43205,37.394924,38.54669,2.114643,307.56998,201.11865,250.16397,215.08873,0.29639825,0.34020314,0.20722812,0.2883993,0.38021004,0.17298192,2.4434838,1.6424955,2.0434706,0.4859535,0.15765318,0.55701524,20.988064,0.525461,15.92537,0.62093264,14.897045,0.95349604,-4.587032,-2.7982097,0.065977275,1.5951675,1.3922647,0.42162958,6.0847096,0.52398294,11.393242,0.8290732,26.744122,0.3043271,503.0928,0.26447955,1212.354,0.21179269,-78.0477,-1.1318198,1631.085,0.100600705,804.8057,0.4590749,-78.58905,-0.9393793,2802.877,0.049869698,682.7702,0.42529443,-80.88337,-0.8944612,-19.204834,-0.25895843,26.19638,0.2435688,-0.002312778,-15.489307,-0.021946594,-0.43762496,0.17856573,0.519544,24.802313,0.31612337,15.0167465,0.53207487,13.599829,1.116404,-7.0206437,-1.507571,-15.129411,21.88254,-0.04023333,-0.010893179,0.12347215,6.1068707,3.2,0.21249999,0.11098986,0.08,0.0484768,-41.18294
Group_07_107,Group_07,,,,,,,,,,,,,,,,,,,,22.913712,0.123999335,22.504082,22.972132,24.576054,2.071972,317.2999,391.25183,36.081028,20.203209,0.25453955,0.5064284,0.11580935,0.23794444,0.39086124,0.2750519,2.8739998,1.9337648,2.7800279,2.024917,0.13358416,0.48753735,25.295946,0.3529361,8.374361,1.1536822,20.104265,0.7100661,5.0620384,1.9497999,0.037031744,0.8856247,1.6639793,0.6725068,2.099476,1.4135026,7.8229656,1.5850652,23.953993,0.18978456,419.10083,0.30711505,1164.8804,0.17060414,-84.69444,-1.079955,1450.6044,0.109267294,788.2437,0.39802888,-93.10808,-0.9056465,2484.2686,0.078373335,784.4663,0.18910204,-94.25532,-0.8847648,-15.901626,-0.2627008,24.023214,0.2524325,-0.01824722,-1.752841,-0.013471426,-0.6223654,0.15388554,0.4292131,30.179552,0.22170088,4.7403235,1.897452,21.416182,0.70797443,3.08279,3.1861045,-19.299992,29.001144,-0.060651097,-0.007658644,0.10754819,4.494382,3.4883723,0.16166666,0.11305112,0.105,0.07455423,-43.004017
Group_07_108,Group_07,,1,,,,,,,1,,,,,,,,,,,31.570673,0.2668225,21.824528,37.750786,38.637875,16.813347,209.23517,136.1504,56.05415,48.392986,0.26241562,0.52255106,0.15770724,0.21778353,0.32320213,0.16549489,1.6101425,0.86193836,1.4972302,0.8846034,0.1474574,0.57759583,22.080406,0.52845395,12.172151,0.9761025,12.1657505,1.1440164,2.2148376,5.9297347,0.058241144,1.4894876,1.5863917,0.5858975,4.3390217,1.1877227,5.33957,1.2210755,24.153423,0.29243162,535.71265,0.28805158,1267.904,0.120920606,-105.347145,-0.8868123,1606.2941,0.15162282,1009.8054,0.20487407,-106.33068,-0.7998203,2678.9111,0.089382604,679.77734,0.40506533,-109.229095,-0.7526487,-18.516317,-0.40111744,27.736252,0.23903416,-0.023793146,-1.115688,-0.015568271,-0.5732876,0.1597177,0.55544305,28.7406,0.24450178,10.035486,1.383549,11.425803,1.27554,-5.8968973,-1.6145487,-16.124151,25.403753,-0.050480895,-0.006361338,0.135443,3.1111112,2.739726,0.18666665,0.15249772,0.15833333,0.118661515,-42.60764
Group_07_109,Group_07,1,1,,,,,,,,,,,,,,,,,,22.752665,0.01495353,22.450073,22.729256,23.07203,0.6219559,15.432521,0,6.2343793,0,0.37107527,0.39671493,0.22371346,0.3219694,0.5364366,0.31272316,3.6865218,1.7511488,4.0613403,0.21861982,0.13146573,0.36641616,33.133305,0.21507609,-1.3996415,-6.995161,25.58788,0.5212776,1.5362628,9.606405,0.021999037,0.9568519,1.2966872,0.35868695,2.3261912,1.1802047,3.4975066,0.5753676,16.694487,0.3194336,412.89478,0.17017657,1392.4716,0.12776233,-6.035992,-0.7985517,1408.3035,0.11008952,1051.8114,0.35534897,-16.357786,-0.5764763,2413.2383,0.07184797,985.94183,0.09329359,-17.597544,-0.21688172,-11.771426,-0.16915841,17.960491,0.107732445,0.006751414,4.1308017,-0.017318513,-0.49550402,0.15636513,0.30142096,34.96136,0.20965473,-5.9439993,-1.1254677,19.114561,0.43370923,2.3930318,7.082982,0,0,0,0,0,4.166667,5.555556,0.17,0,0,0,-40.70825
Group_07_110,Group_07,1,1,,,,,,,,,,,,,,,,,,32.8572,0.268423,22.64466,37.835373,39.250008,16.605347,325.67203,238.32861,97.04763,25.267715,0.23798107,0.35436288,0.15446517,0.22693126,0.31322467,0.1587595,3.0863364,1.6728479,1.941502,1.6494873,0.112427525,0.47158295,27.429169,0.34813902,14.725387,0.6435405,14.511984,0.7789954,1.8163005,5.259532,0.03878116,1.9558138,1.2008492,0.6933762,6.791254,0.7455112,16.650927,1.0711336,29.72766,0.26703817,503.10098,0.3012028,1152.4324,0.18799983,-55.150948,-1.3506185,1641.6024,0.15426227,788.90094,0.37822166,-59.967865,-1.0478126,2717.2144,0.09177198,890.4962,0.35638857,-64.353615,-0.9442518,-20.499561,-0.3278188,28.532465,0.2871648,-0.013809329,-1.9912791,-0.022341587,-0.42914423,0.11183407,0.49397367,29.61487,0.2796675,14.405695,0.67443454,14.716482,0.83585036,-0.1547353,-59.231434,-18.59828,27.734676,-0.042316414,-0.009723719,0.117911495,4.247104,4.3650794,0.17545454,0.15388092,0.049999997,0.03070598,-42.90261
Group_07_111,Group_07,,,,,,,,,,,,,,,,,,,1,23.709763,0.10094103,23.958399,24.168406,24.426819,0.46842003,359.76166,23.255543,24.356583,3.66047,0.2842007,0.50928515,0.18304119,0.23025724,0.4292795,0.24623832,3.34034,1.0659065,2.1924236,1.1955743,0.101962134,0.36652806,30.52969,0.28181356,6.028322,2.210363,17.584457,0.51656973,6.2305756,1.599645,0.023616262,1.4989264,1.124457,0.78756595,3.9143171,0.8286663,5.5504937,2.085696,23.714169,0.27842036,392.53015,0.17364779,1364.9897,0.16100368,-31.15478,-1.9143875,1423.4948,0.097559914,1121.5914,0.39737362,-42.77199,-1.2951369,2389.7173,0.056258924,902.4775,0.26726988,-46.161465,-1.1686562,-16.371176,-0.3677515,23.181562,0.24052787,-0.008788625,-2.9906328,-0.011855921,-0.53331923,0.1068828,0.35765406,32.881607,0.1582352,3.8456678,3.2734087,18.3186,0.525769,6.012191,1.6955091,-14.977789,21.553156,-0.048375722,-0.008343679,0.08308884,3.3783784,2.7972028,0.29999998,0.27586228,0.04,0.016329931,-42.782402
Group_07_112,Group_07,1,,,,,,,,,,,,,,,,,,,31.52461,0.19165282,23.530869,35.75099,36.718346,13.187477,178.42891,71.9907,57.179573,4.3585434,0.18690093,0.29011407,0.1321768,0.18990804,0.23431899,0.102142185,1.4419457,0.61333334,1.4110975,0.6367951,0.072580986,0.2783646,29.760529,0.15017697,16.327545,0.28543815,15.293593,0.38615394,2.596452,1.6817472,0.0479644,1.3639724,1.3272328,0.5028787,5.4760637,0.78956115,14.629721,0.38138264,33.032932,0.10226992,437.87753,0.15831058,1146.0607,0.07690051,-20.58274,-2.7983458,1611.5276,0.10339182,925.95294,0.29768792,-40.908337,-1.1935254,2588.7334,0.08277714,1109.283,0.25175154,-46.08491,-1.018189,-21.202599,-0.12850852,28.9316,0.13237081,0.012310578,2.1414132,-0.022201693,-0.3973431,0.07557613,0.25017533,30.718218,0.13492511,15.681284,0.29618123,15.278664,0.40398696,2.0325224,2.1686726,-22.354113,31.79503,-0.025974989,-0.011627731,0.054849435,6.6666665,2.8985507,0.29999998,0.17999999,0.024999999,0.005,-46.422348
Group_07_113,Group_07,1,,,,,,,,,,,,,,,,,,,18.446669,0.13881445,15.539551,18.14871,21.055964,5.5164127,211.30241,55.51277,27.567266,105.79395,0.2128159,0.1784245,0.17219523,0.22154325,0.24934003,0.0771448,0.7937102,0.9180474,1.2686087,0.2111389,0.13808241,0.28143516,26.989332,0.23334488,16.836994,0.17202172,18.516724,0.33187777,11.708061,0.38291174,0.2920909,0.2389626,2.046152,0.26420525,-2.2586224,-1.0143795,-15.725609,-1.7872993,6.9290733,4.014596,375.01294,0.13875552,1097.4487,0.207805,-2.0624669,-12.626688,1455.7765,0.057159036,683.88403,0.11395456,-22.420448,-1.0712398,2511.8193,0.036729243,802.0737,0.1338898,-26.468891,-0.87091744,-21.403353,-0.14931962,31.317892,0.13798487,-0.009435748,-3.4576879,-0.019801503,-0.33279675,0.1518265,0.21197475,27.22685,0.26627526,16.086454,0.18080963,15.955371,0.30451617,11.942063,0.41454476,0,0,0,0,0,8.333334,5.555556,0.17,0,0,0,-44.018635
Group_07_114,Group_07,,1,,,,,,,,,,,,,,,,,1,25.0432,0.19694398,22.102842,23.64958,25.745955,3.6431122,231.77336,213.18741,127.42395,89.3607,0.32924482,0.5668592,0.19594403,0.26385152,0.44445214,0.24850811,4.399847,2.182252,3.0047626,1.7904422,0.15571639,0.49516624,26.879816,0.44612485,5.570827,2.4688916,16.538767,0.6810216,4.2192783,2.706527,0.065165184,1.6949091,1.6972837,0.6701525,2.0584862,1.3246993,3.8290942,1.8350905,22.239685,0.28077787,446.92435,0.28358373,1273.0424,0.1796228,-55.85257,-1.4888731,1502.5438,0.13840044,983.83624,0.365395,-61.738403,-1.2296257,2488.341,0.099396996,897.10175,0.46751067,-65.68805,-1.1174592,-15.179622,-0.36238566,23.72028,0.2643128,-0.013407522,-1.9636706,-0.01128244,-0.64921355,0.1751528,0.44438514,31.307468,0.274477,2.9425638,4.806525,16.169144,0.7499377,2.7140882,4.3705516,-13.56634,20.738304,-0.043006916,-0.005280749,0.10208296,4.7138047,2.0547945,0.35999998,0.16593172,0.089999996,0.035456207,-40.727547
Group_07_115,Group_07,,1,,,,,,,,,,,,,,,,,1,26.63054,0.26525113,21.867966,24.584013,36.06196,14.193993,790.36615,1035.5673,101.00344,117.418045,0.35498923,0.6254007,0.20927623,0.2669808,0.45398086,0.24470463,3.982634,2.7348468,2.7762601,1.9889687,0.16221446,0.5529071,23.819334,0.62192124,7.3902535,2.4029174,13.931138,0.8192767,-2.7425416,-4.274209,0.091472365,1.0460871,1.5561107,0.51194024,1.6091566,2.014926,12.534429,1.4604436,23.356613,0.2660968,414.77017,0.23013748,1249.1542,0.16458684,-65.57426,-1.3671591,1473.1727,0.16121711,987.6915,0.28088206,-64.59876,-1.2387359,2449.4294,0.06692549,807.68066,0.25050604,-70.29277,-1.0787649,-13.097701,-0.43569794,23.490023,0.3019384,-0.011680915,-1.8973219,-0.010360593,-0.525358,0.18916824,0.5081241,29.697529,0.4049474,1.9270133,9.72085,12.311129,0.8368599,-3.9399326,-3.3631458,-12.630738,18.18318,-0.04625711,-0.005763572,0.10533917,3.0927837,2.2222223,0.31,0.21,0.11,0.02,-40.03524
Group_07_116,Group_07,1,1,,,,,,,,,,,,,,,,,,34.81107,0.20923035,26.756813,36.793365,39.49497,12.738155,83.48179,63.380554,1363.1493,1320.0468,0.21264236,0.32462347,0.12259985,0.222419,0.2745495,0.15194967,1.449956,0.7529962,0.87992,0.12311825,0.11435593,0.33741507,28.640419,0.21205844,12.800629,0.48462918,10.868923,0.9761779,2.06376,3.530879,0.054369915,1.7433107,1.3797401,0.77285343,6.725801,0.5067597,11.51993,0.5951422,28.48401,0.12448988,518.80975,0.3464173,1295.8298,0.09940534,-57.32243,-1.3870157,1619.8036,0.11784048,1059.3702,0.32234427,-56.503067,-1.1175876,2673.5237,0.067980185,906.39764,0.2460214,-61.614483,-0.9740631,-18.088865,-0.3221952,28.040655,0.18919455,0.001176809,26.172323,-0.015778396,-1.0643755,0.119308256,0.32163343,31.776323,0.09621424,10.768724,0.5683115,8.007661,1.3570476,0.086683065,79.24555,-27.037369,37.436184,-0.066522874,-0.009992209,0.119946495,2,2.2727273,0.35999998,0,0.06,0,-44.048126
Group_07_117,Group_07,,1,,,,,,,,,,,,,,,,,1,22.884016,0.20748217,21.396635,21.76148,24.289675,2.8930397,473.948,386.94586,43.76216,21.851368,0.22961845,0.55705047,0.124399655,0.17967606,0.31979436,0.1953947,3.0703995,1.4202286,2.227103,1.22179,0.11280853,0.36585787,27.399694,0.22752725,6.2824535,1.5653106,12.488059,1.0888355,5.196332,1.7859867,0.038309414,1.207016,1.5720559,0.62297064,0.96443003,2.991201,4.2836437,0.93049693,22.238783,0.21890268,476.72888,0.35272297,1220.8126,0.18523504,-89.58545,-0.97188723,1534.4302,0.17311555,822.0413,0.36418447,-92.84779,-0.8705302,2586.7712,0.10032424,891.37683,0.39080256,-96.31274,-0.81009656,-15.7346735,-0.3932378,24.261524,0.28123012,-0.024626844,-1.1578369,-0.014066258,-0.5833237,0.13272718,0.3242304,30.208855,0.21067233,3.542595,3.1952238,15.279948,1.1127709,0.62532526,15.252545,-16.801497,28.946611,-0.045059912,-0.001722404,0.092816874,4.0983605,6.896552,0.07375,0.062035773,0.054285713,0.02920721,-44.990944
Group_07_118,Group_07,,1,,,,,,,,,,,,,,,,,1,25.279144,0.000325988,25.2742,25.279144,25.284088,0.009887695,0,0,-0.0082407,0,0.18634869,0.24100886,0.14131355,0.179069,0.245903,0.10458945,0,0,-0.011034309,0,0.075805396,0.31245235,23.784742,0.092136964,1.1843288,3.0435755,9.212487,0.33487958,14.603698,0.32704017,0,0,2.048382,0,-0.730669,-0.20426947,13.220717,0.01745288,18.643639,0.024284331,491.24738,0.006839608,1213.3499,0.02500402,-119.7301,-0.65913093,1604.3739,0.011842931,806.43445,0.025981104,-122.77525,-0.6223112,2641.459,0.014456742,1335.782,0.106063195,-124.363556,-0.5956812,-8.459034,-0.12222512,13.852385,0.06672399,-0.012649372,-0.07050417,-0.010894852,-0.028685596,0.10927804,0,22.89066,0.031081596,-2.2742121,-0.32783398,3.7647264,0.055603445,9.39232,0.19252251,-13.446538,22.24993,-0.03608091,-0.005118765,0.104691125,0,0,0,0,0.02,0,-50.75841
Group_07_119,Group_07,1,,,,,,,,,,,,,,,,,,,30.821047,0.26015067,22.2804,34.87158,37.09254,14.812141,231.2215,150.46213,289.60703,450.75208,0.18319099,0.4538669,0.112287655,0.16145563,0.23990479,0.12761714,2.786491,2.1453261,1.4202309,0.9790065,0.08947539,0.46966726,25.370687,0.3644322,17.229809,0.4824704,14.84222,0.47333497,4.2934504,1.7829404,0.08095607,1.6984913,1.4259784,0.6414448,5.5095444,1.0317013,11.207544,1.2796754,28.501152,0.2611575,516.62146,0.33159387,1244.6049,0.16410786,-87.954254,-1.0152224,1653.1091,0.15082139,995.706,0.33823386,-96.11326,-0.81011486,2679.6052,0.09854506,984.5378,0.43222535,-98.10957,-0.777213,-22.242027,-0.26040843,30.645132,0.21340568,0.000632499,57.95763,-0.021592783,-0.4424244,0.09968218,0.4507124,29.963875,0.23682861,16.458448,0.5497742,14.562629,0.54590756,2.0888875,3.9552596,-18.61026,26.496733,-0.03389938,-0.010382376,0.07371151,4.3276663,3.5825546,0.15913042,0.121902056,0.10380953,0.13003574,-44.577618
